Hindi Sentence,English Sentence,Roman Hindi,Topic/Tense,Situation,Level,Accepted Answers,Explanation
मेरा भाई के पास इंटरव्यू का अनुभव नहीं है।,My brother did not have experience of interview.,mera bhai ke paas interview ka anubhav nahi hai,Use of had,Negative,Beginner,,Practice Negative sentences for Use of had.
मेरी बहन के पास मीटिंग का अनुभव नहीं है।,My sister did not have experience of meeting.,meri bahan ke paas meeting ka anubhav nahi hai,Use of had,Negative,Beginner,,Practice Negative sentences for Use of had.
शिक्षक के पास दुकान का अनुभव नहीं है।,The teacher did not have experience of shop.,shikshak ke paas dukan ka anubhav nahi hai,Use of had,Negative,Beginner,,Practice Negative sentences for Use of had.
छात्र के पास स्टेशन का अनुभव नहीं है।,The student did not have experience of station.,chhatra ke paas station ka anubhav nahi hai,Use of had,Negative,Beginner,,Practice Negative sentences for Use of had.
क्या मैं के पास दिल्ली का अनुभव है?,Did i have experience of Delhi?,kya main ke paas Delhi ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या आप के पास स्कूल का अनुभव है?,Did you have experience of school?,kya aap ke paas school ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या वह के पास ऑफिस का अनुभव है?,Did he have experience of office?,kya vah ke paas office ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या वह के पास बाजार का अनुभव है?,Did she have experience of market?,kya vah ke paas bazaar ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या हम के पास क्लास का अनुभव है?,Did we have experience of class?,kya hum ke paas class ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या वे के पास घर का अनुभव है?,Did they have experience of home?,kya ve ke paas ghar ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या मेरा भाई के पास इंटरव्यू का अनुभव है?,Did My brother have experience of interview?,kya mera bhai ke paas interview ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या मेरी बहन के पास मीटिंग का अनुभव है?,Did My sister have experience of meeting?,kya meri bahan ke paas meeting ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या शिक्षक के पास दुकान का अनुभव है?,Did The teacher have experience of shop?,kya shikshak ke paas dukan ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
क्या छात्र के पास स्टेशन का अनुभव है?,Did The student have experience of station?,kya chhatra ke paas station ka anubhav hai,Use of had,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of had.
मैं के पास किस चीज़ का अनुभव है?,What experience does I have?,main ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
आप के पास किस चीज़ का अनुभव है?,What experience does You have?,aap ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
वह के पास किस चीज़ का अनुभव है?,What experience does he have?,vah ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
वह के पास किस चीज़ का अनुभव है?,What experience does she have?,vah ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
हम के पास किस चीज़ का अनुभव है?,What experience does We have?,hum ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
वे के पास किस चीज़ का अनुभव है?,What experience does They have?,ve ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
मेरा भाई के पास किस चीज़ का अनुभव है?,What experience does My brother have?,mera bhai ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
मेरी बहन के पास किस चीज़ का अनुभव है?,What experience does My sister have?,meri bahan ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
शिक्षक के पास किस चीज़ का अनुभव है?,What experience does The teacher have?,shikshak ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
छात्र के पास किस चीज़ का अनुभव है?,What experience does The student have?,chhatra ke paas kis cheez ka anubhav hai,Use of had,Question Word,Beginner,,Practice Question Word sentences for Use of had.
मैं के पास दिल्ली का अनुभव क्यों नहीं है?,Why did i not have experience of Delhi?,main ke paas Delhi ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
आप के पास स्कूल का अनुभव क्यों नहीं है?,Why did you not have experience of school?,aap ke paas school ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
वह के पास ऑफिस का अनुभव क्यों नहीं है?,Why did he not have experience of office?,vah ke paas office ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
वह के पास बाजार का अनुभव क्यों नहीं है?,Why did she not have experience of market?,vah ke paas bazaar ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
हम के पास क्लास का अनुभव क्यों नहीं है?,Why did we not have experience of class?,hum ke paas class ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
वे के पास घर का अनुभव क्यों नहीं है?,Why did they not have experience of home?,ve ke paas ghar ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
मेरा भाई के पास इंटरव्यू का अनुभव क्यों नहीं है?,Why did My brother not have experience of interview?,mera bhai ke paas interview ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
मेरी बहन के पास मीटिंग का अनुभव क्यों नहीं है?,Why did My sister not have experience of meeting?,meri bahan ke paas meeting ka anubhav kyon nahi hai,Use of had,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of had.
